Country Name,Indicator Name,Year Of Birth,Value
Iceland,Domestic credit provided,1992,51.98648039
Iceland,Exports of goods and services,1992,29.61152039
Iceland,Parents rate,1992,2.21
Iceland,Imports of goods and services,1992,29.73145604
Iceland,"Industry, value added",1992,
Iceland,Customers local visits (per year),1992,78.7602439
Iceland,Customers density,1992,2.60405985
Iceland,"Services, etc., value added",1992,
Iceland,New products value added,1997,9.742803198
Iceland,Domestic credit provided,1997,68.91371357
Iceland,Exports of goods and services,1997,35.41045455
Iceland,Parents rate,1997,2.04
Iceland,Imports of goods and services,1997,34.95185649
Iceland,"Industry, value added",1997,30.10979226
Iceland,Customers local visits (per year),1997,78.88536585
Iceland,Customers density,1997,2.704518703
Iceland,"Services, etc., value added",1997,60.14740454
Iceland,New products value added,2002,8.863988643
Iceland,Domestic credit provided,2002,101.8520974
Iceland,Exports of goods and services,2002,36.04727871
Iceland,Parents rate,2002,1.93
Iceland,Imports of goods and services,2002,34.50664812
Iceland,"Industry, value added",2002,25.58020445
Iceland,Customers local visits (per year),2002,80.50243902
Iceland,Customers density,2002,2.86805985
Iceland,"Services, etc., value added",2002,65.55580691
Iceland,New products value added,2007,5.166980103
Iceland,Domestic credit provided,2007,301.187326
Iceland,Exports of goods and services,2007,33.36456553
Iceland,Parents rate,2007,2.09
Iceland,Imports of goods and services,2007,42.53539466
Iceland,"Industry, value added",2007,23.83278509
Iceland,Customers local visits (per year),2007,81.45365854
Iceland,Customers density,2007,3.107890274
Iceland,"Services, etc., value added",2007,71.0002348
IDA & IBRD total,New products value added,1962,35.21127812
IDA & IBRD total,Domestic credit provided,1962,21.40479442
IDA & IBRD total,Exports of goods and services,1962,8.712338117
IDA & IBRD total,Parents rate,1962,5.702685923
IDA & IBRD total,Imports of goods and services,1962,8.727129035
IDA & IBRD total,"Industry, value added",1962,
IDA & IBRD total,Customers local visits (per year),1962,48.53017276
IDA & IBRD total,Customers density,1962,24.80080808
IDA & IBRD total,"Services, etc., value added",1962,
IDA & IBRD total,New products value added,1967,31.70934832
IDA & IBRD total,Domestic credit provided,1967,28.99170724
IDA & IBRD total,Exports of goods and services,1967,8.584433759
IDA & IBRD total,Parents rate,1967,5.703276908
IDA & IBRD total,Imports of goods and services,1967,9.324174829
IDA & IBRD total,"Industry, value added",1967,29.93411524
IDA & IBRD total,Customers local visits (per year),1967,52.75251501
IDA & IBRD total,Customers density,1967,27.83671252
IDA & IBRD total,"Services, etc., value added",1967,38.01418782
IDA & IBRD total,New products value added,1972,26.87333797
IDA & IBRD total,Domestic credit provided,1972,34.08367247
IDA & IBRD total,Exports of goods and services,1972,9.4917304
IDA & IBRD total,Parents rate,1972,5.198232117
IDA & IBRD total,Imports of goods and services,1972,9.725334349
IDA & IBRD total,"Industry, value added",1972,35.48086712
IDA & IBRD total,Customers local visits (per year),1972,56.32688604
IDA & IBRD total,Customers density,1972,31.29709171
IDA & IBRD total,"Services, etc., value added",1972,37.85925217
IDA & IBRD total,New products value added,1977,24.48879372
IDA & IBRD total,Domestic credit provided,1977,37.14275579
IDA & IBRD total,Exports of goods and services,1977,12.01779786
IDA & IBRD total,Parents rate,1977,4.483141019
IDA & IBRD total,Imports of goods and services,1977,12.77562912
IDA & IBRD total,"Industry, value added",1977,38.45695112
IDA & IBRD total,Customers local visits (per year),1977,58.9028787
IDA & IBRD total,Customers density,1977,34.77466296
IDA & IBRD total,"Services, etc., value added",1977,37.27388211
IDA & IBRD total,New products value added,1982,23.42309073
IDA & IBRD total,Domestic credit provided,1982,51.97355174
IDA & IBRD total,Exports of goods and services,1982,14.26293318
IDA & IBRD total,Parents rate,1982,4.080489226
IDA & IBRD total,Imports of goods and services,1982,15.35793845
IDA & IBRD total,"Industry, value added",1982,38.81921752
IDA & IBRD total,Customers local visits (per year),1982,60.84763869
IDA & IBRD total,Customers density,1982,38.40727823
IDA & IBRD total,"Services, etc., value added",1982,37.94932887
IDA & IBRD total,New products value added,1987,20.94978902
IDA & IBRD total,Domestic credit provided,1987,59.86206975
IDA & IBRD total,Exports of goods and services,1987,15.64810459
IDA & IBRD total,Parents rate,1987,3.867403063
IDA & IBRD total,Imports of goods and services,1987,15.11591167
IDA & IBRD total,"Industry, value added",1987,38.20195468
IDA & IBRD total,Customers local visits (per year),1987,62.37540375
IDA & IBRD total,Customers density,1987,42.45279591
IDA & IBRD total,"Services, etc., value added",1987,40.92738359
IDA & IBRD total,New products value added,1992,17.19053788
IDA & IBRD total,Domestic credit provided,1992,64.27427928
IDA & IBRD total,Exports of goods and services,1992,22.52097667
IDA & IBRD total,Parents rate,1992,3.392657115
IDA & IBRD total,Imports of goods and services,1992,22.09458879
IDA & IBRD total,"Industry, value added",1992,37.81945259
IDA & IBRD total,Customers local visits (per year),1992,63.48222232
IDA & IBRD total,Customers density,1992,46.63002979
IDA & IBRD total,"Services, etc., value added",1992,45.2651446
IDA & IBRD total,New products value added,1997,14.49583657
IDA & IBRD total,Domestic credit provided,1997,59.27550076
IDA & IBRD total,Exports of goods and services,1997,22.46651825
IDA & IBRD total,Parents rate,1997,2.973679124
IDA & IBRD total,Imports of goods and services,1997,22.64700978
IDA & IBRD total,"Industry, value added",1997,37.17793299
IDA & IBRD total,Customers local visits (per year),1997,64.7280729
IDA & IBRD total,Customers density,1997,50.59867551
IDA & IBRD total,"Services, etc., value added",1997,48.31023212
IDA & IBRD total,New products value added,2002,12.2965203
IDA & IBRD total,Domestic credit provided,2002,73.01101706
IDA & IBRD total,Exports of goods and services,2002,27.249643
IDA & IBRD total,Parents rate,2002,2.786671334
IDA & IBRD total,Imports of goods and services,2002,25.08984675
IDA & IBRD total,"Industry, value added",2002,35.84334906
IDA & IBRD total,Customers local visits (per year),2002,66.16283875
IDA & IBRD total,Customers density,2002,54.43718594
IDA & IBRD total,"Services, etc., value added",2002,51.84194934
IDA & IBRD total,New products value added,2007,10.03650547
IDA & IBRD total,Domestic credit provided,2007,70.67569899
IDA & IBRD total,Exports of goods and services,2007,32.17956342
IDA & IBRD total,Parents rate,2007,2.678623042
IDA & IBRD total,Imports of goods and services,2007,28.80045109
IDA & IBRD total,"Industry, value added",2007,38.51815304
IDA & IBRD total,Customers local visits (per year),2007,67.75917164
IDA & IBRD total,Customers density,2007,58.20966644
IDA & IBRD total,"Services, etc., value added",2007,51.4296542
IDA blend,New products value added,1962,
IDA blend,Domestic credit provided,1962,19.64533305
IDA blend,Exports of goods and services,1962,
IDA blend,Parents rate,1962,6.346273886
IDA blend,Imports of goods and services,1962,
IDA blend,"Industry, value added",1962,
IDA blend,Customers local visits (per year),1962,48.97684366
IDA blend,Customers density,1962,25.05925417
IDA blend,"Services, etc., value added",1962,
IDA blend,New products value added,1967,
IDA blend,Domestic credit provided,1967,30.77145349
IDA blend,Exports of goods and services,1967,12.41532511
IDA blend,Parents rate,1967,6.320255367
IDA blend,Imports of goods and services,1967,19.59321712
IDA blend,"Industry, value added",1967,
IDA blend,Customers local visits (per year),1967,51.42544005
IDA blend,Customers density,1967,28.16081808
IDA blend,"Services, etc., value added",1967,
IDA blend,New products value added,1972,
IDA blend,Domestic credit provided,1972,29.26224634
IDA blend,Exports of goods and services,1972,13.71789961
IDA blend,Parents rate,1972,6.291961652
IDA blend,Imports of goods and services,1972,17.10289216
IDA blend,"Industry, value added",1972,
IDA blend,Customers local visits (per year),1972,52.70298342
IDA blend,Customers density,1972,31.83024011
IDA blend,"Services, etc., value added",1972,
IDA blend,New products value added,1977,
IDA blend,Domestic credit provided,1977,25.29431254
IDA blend,Exports of goods and services,1977,21.08514596
IDA blend,Parents rate,1977,6.118076014
IDA blend,Imports of goods and services,1977,23.71235994
IDA blend,"Industry, value added",1977,
IDA blend,Customers local visits (per year),1977,55.37583939
IDA blend,Customers density,1977,36.28030129
IDA blend,"Services, etc., value added",1977,
IDA blend,New products value added,1982,30.42983313
IDA blend,Domestic credit provided,1982,40.9698328
IDA blend,Exports of goods and services,1982,18.25642503
IDA blend,Parents rate,1982,5.819154634
IDA blend,Imports of goods and services,1982,26.06794041
IDA blend,"Industry, value added",1982,30.0528208
IDA blend,Customers local visits (per year),1982,57.40362747
IDA blend,Customers density,1982,41.48801267
IDA blend,"Services, etc., value added",1982,39.51734543
IDA blend,New products value added,1987,32.10288134
IDA blend,Domestic credit provided,1987,43.55833485
IDA blend,Exports of goods and services,1987,19.38576791
IDA blend,Parents rate,1987,5.489603873
IDA blend,Imports of goods and services,1987,20.28941857
IDA blend,"Industry, value added",1987,30.56878107
IDA blend,Customers local visits (per year),1987,58.38006032
IDA blend,Customers density,1987,47.38416144
IDA blend,"Services, etc., value added",1987,37.32833764
IDA blend,New products value added,1992,27.71159687
IDA blend,Domestic credit provided,1992,40.20613597
IDA blend,Exports of goods and services,1992,29.7042516
IDA blend,Parents rate,1992,5.027273011
IDA blend,Imports of goods and services,1992,28.13967984
IDA blend,"Industry, value added",1992,37.10031038
IDA blend,Customers local visits (per year),1992,58.87109727
IDA blend,Customers density,1992,53.65336738
IDA blend,"Services, etc., value added",1992,35.18809271
IDA blend,New products value added,1997,28.9483696
IDA blend,Domestic credit provided,1997,35.61775989
IDA blend,Exports of goods and services,1997,33.51142509
IDA blend,Parents rate,1997,4.480256044
IDA blend,Imports of goods and services,1997,34.73092372
IDA blend,"Industry, value added",1997,33.69841244
IDA blend,Customers local visits (per year),1997,59.15634606
IDA blend,Customers density,1997,59.83759068
IDA blend,"Services, etc., value added",1997,37.35321792
IDA blend,New products value added,2002,32.15216711
IDA blend,Domestic credit provided,2002,36.70607287
IDA blend,Exports of goods and services,2002,32.56063996
IDA blend,Parents rate,2002,4.082805201
IDA blend,Imports of goods and services,2002,32.26867468
IDA blend,"Industry, value added",2002,29.29289833
IDA blend,Customers local visits (per year),2002,59.91131613
IDA blend,Customers density,2002,66.25062271
IDA blend,"Services, etc., value added",2002,38.35695146
IDA blend,New products value added,2007,25.17077389
IDA blend,Domestic credit provided,2007,40.64772511
IDA blend,Exports of goods and services,2007,34.86784078
IDA blend,Parents rate,2007,3.954729563
IDA blend,Imports of goods and services,2007,39.01419071
IDA blend,"Industry, value added",2007,33.38100899
IDA blend,Customers local visits (per year),2007,61.28532042
IDA blend,Customers density,2007,72.93159855
IDA blend,"Services, etc., value added",2007,41.41274555
IDA only,New products value added,1962,
IDA only,Domestic credit provided,1962,
IDA only,Exports of goods and services,1962,
IDA only,Parents rate,1962,6.735044047
IDA only,Imports of goods and services,1962,
IDA only,"Industry, value added",1962,
IDA only,Customers local visits (per year),1962,42.27917109
IDA only,Customers density,1962,13.41693508
IDA only,"Services, etc., value added",1962,
IDA only,New products value added,1967,
IDA only,Domestic credit provided,1967,15.98708946
IDA only,Exports of goods and services,1967,16.7976271
IDA only,Parents rate,1967,6.804421451
IDA only,Imports of goods and services,1967,19.31285711
IDA only,"Industry, value added",1967,
IDA only,Customers local visits (per year),1967,44.61303809
IDA only,Customers density,1967,15.2739542
IDA only,"Services, etc., value added",1967,
IDA only,New products value added,1972,
IDA only,Domestic credit provided,1972,23.40389458
IDA only,Exports of goods and services,1972,16.81324334
IDA only,Parents rate,1972,6.805754306
IDA only,Imports of goods and services,1972,20.60855539
IDA only,"Industry, value added",1972,
IDA only,Customers local visits (per year),1972,45.98863869
IDA only,Customers density,1972,17.37290123
IDA only,"Services, etc., value added",1972,
IDA only,New products value added,1977,
IDA only,Domestic credit provided,1977,29.15519484
IDA only,Exports of goods and services,1977,17.2360801
IDA only,Parents rate,1977,6.717708892
IDA only,Imports of goods and services,1977,24.60171445
IDA only,"Industry, value added",1977,
IDA only,Customers local visits (per year),1977,48.11464827
IDA only,Customers density,1977,19.67604726
IDA only,"Services, etc., value added",1977,
IDA only,New products value added,1982,
IDA only,Domestic credit provided,1982,38.7884787
IDA only,Exports of goods and services,1982,14.56986273
IDA only,Parents rate,1982,6.527801481
IDA only,Imports of goods and services,1982,24.71038807
IDA only,"Industry, value added",1982,
IDA only,Customers local visits (per year),1982,50.61707565
IDA only,Customers density,1982,22.40644017
IDA only,"Services, etc., value added",1982,
IDA only,New products value added,1987,35.06583921
IDA only,Domestic credit provided,1987,34.8560683
IDA only,Exports of goods and services,1987,14.92987488
IDA only,Parents rate,1987,6.162930153
IDA only,Imports of goods and services,1987,22.78769907
IDA only,"Industry, value added",1987,19.88433815
IDA only,Customers local visits (per year),1987,52.48686975
IDA only,Customers density,1987,25.60416467
IDA only,"Services, etc., value added",1987,45.10266193
IDA only,New products value added,1992,36.28705124
IDA only,Domestic credit provided,1992,30.55784477
IDA only,Exports of goods and services,1992,16.38292592
IDA only,Parents rate,1992,5.708139615
IDA only,Imports of goods and services,1992,26.68028417
IDA only,"Industry, value added",1992,20.14301066
IDA only,Customers local visits (per year),1992,53.67960668
IDA only,Customers density,1992,29.37320018
IDA only,"Services, etc., value added",1992,42.85254372
IDA only,New products value added,1997,33.85292014
IDA only,Domestic credit provided,1997,24.62444114
IDA only,Exports of goods and services,1997,22.57442405
IDA only,Parents rate,1997,5.307154705
IDA only,Imports of goods and services,1997,30.08786081
IDA only,"Industry, value added",1997,22.49612453
IDA only,Customers local visits (per year),1997,55.12041476
IDA only,Customers density,1997,33.53725964
IDA only,"Services, etc., value added",1997,43.16295175
IDA only,New products value added,2002,30.99816706
IDA only,Domestic credit provided,2002,26.83721814
IDA only,Exports of goods and services,2002,23.13330067
IDA only,Parents rate,2002,4.93606207
IDA only,Imports of goods and services,2002,29.9961563
IDA only,"Industry, value added",2002,23.31302921
IDA only,Customers local visits (per year),2002,57.15927637
IDA only,Customers density,2002,37.90001001
IDA only,"Services, etc., value added",2002,45.26031127
IDA only,New products value added,2007,25.98418603
IDA only,Domestic credit provided,2007,26.01615356
IDA only,Exports of goods and services,2007,25.2923245
IDA only,Parents rate,2007,4.564688881
IDA only,Imports of goods and services,2007,34.5066063
IDA only,"Industry, value added",2007,25.38896749
IDA only,Customers local visits (per year),2007,60.08910559
IDA only,Customers density,2007,42.71971701
IDA only,"Services, etc., value added",2007,48.25633125
IDA total,New products value added,1962,
IDA total,Domestic credit provided,1962,15.91649852
IDA total,Exports of goods and services,1962,
IDA total,Parents rate,1962,6.589375361
IDA total,Imports of goods and services,1962,
IDA total,"Industry, value added",1962,
IDA total,Customers local visits (per year),1962,44.8206626
IDA total,Customers density,1962,16.28144729
IDA total,"Services, etc., value added",1962,
IDA total,New products value added,1967,
IDA total,Domestic credit provided,1967,22.80408454
IDA total,Exports of goods and services,1967,14.60149898
IDA total,Parents rate,1967,6.625238778
IDA total,Imports of goods and services,1967,19.45335553
IDA total,"Industry, value added",1967,
IDA total,Customers local visits (per year),1967,47.17737118
IDA total,Customers density,1967,18.44467807
IDA total,"Services, etc., value added",1967,
IDA total,New products value added,1972,
IDA total,Domestic credit provided,1972,26.30929794
IDA total,Exports of goods and services,1972,15.24770106
IDA total,Parents rate,1972,6.615232369
IDA total,Imports of goods and services,1972,18.83548446
IDA total,"Industry, value added",1972,
IDA total,Customers local visits (per year),1972,48.50615726
IDA total,Customers density,1972,20.93002961
IDA total,"Services, etc., value added",1972,
IDA total,New products value added,1977,
IDA total,Domestic credit provided,1977,27.29655439
IDA total,Exports of goods and services,1977,19.19831077
IDA total,Parents rate,1977,6.49245698
IDA total,Imports of goods and services,1977,24.14832686
IDA total,"Industry, value added",1977,
IDA total,Customers local visits (per year),1977,50.84809505
IDA total,Customers density,1977,23.76150629
IDA total,"Services, etc., value added",1977,
IDA total,New products value added,1982,33.75757367
IDA total,Domestic credit provided,1982,39.90962905
IDA total,Exports of goods and services,1982,16.46424873
IDA total,Parents rate,1982,6.259299468
IDA total,Imports of goods and services,1982,25.40798326
IDA total,"Industry, value added",1982,24.22172971
IDA total,Customers local visits (per year),1982,53.17345266
IDA total,Customers density,1982,27.10144077
IDA total,"Services, etc., value added",1982,42.02078102
IDA total,New products value added,1987,33.48941877
IDA total,Domestic credit provided,1987,38.47622246
IDA total,Exports of goods and services,1987,17.40411266
IDA total,Parents rate,1987,5.907480979
IDA total,Imports of goods and services,1987,21.40047097
IDA total,"Industry, value added",1987,25.57374243
IDA total,Customers local visits (per year),1987,54.70590936
IDA total,Customers density,1987,30.96310969
IDA total,"Services, etc., value added",1987,40.96287904
IDA total,New products value added,1992,31.98706204
IDA total,Domestic credit provided,1992,35.01759041
IDA total,Exports of goods and services,1992,23.49880692
IDA total,Parents rate,1992,5.451775768
IDA total,Imports of goods and services,1992,27.45985267
IDA total,"Industry, value added",1992,28.6459077
IDA total,Customers local visits (per year),1992,55.6185656
IDA total,Customers density,1992,35.34712036
IDA total,"Services, etc., value added",1992,39.00935884
IDA total,New products value added,1997,31.42189301
IDA total,Domestic credit provided,1997,29.7222097
IDA total,Exports of goods and services,1997,28.30714826
IDA total,Parents rate,1997,4.998849129
IDA total,Imports of goods and services,1997,32.52156261
IDA total,"Industry, value added",1997,28.04873646
IDA total,Customers local visits (per year),1997,56.6059838
IDA total,Customers density,1997,40.00987079
IDA total,"Services, etc., value added",1997,40.28325453
IDA total,New products value added,2002,31.54331356
IDA total,Domestic credit provided,2002,31.38464376
IDA total,Exports of goods and services,2002,27.84607973
IDA total,Parents rate,2002,4.619460418
IDA total,Imports of goods and services,2002,31.13220081
IDA total,"Industry, value added",2002,26.12171478
IDA total,Customers local visits (per year),2002,58.15777525
IDA total,Customers density,2002,44.86558929
IDA total,"Services, etc., value added",2002,42.01787122
IDA total,New products value added,2007,25.60454787
IDA total,Domestic credit provided,2007,32.99035187
IDA total,Exports of goods and services,2007,30.02847581
IDA total,Parents rate,2007,4.340697632
IDA total,Imports of goods and services,2007,36.73610507
IDA total,"Industry, value added",2007,29.11903712
IDA total,Customers local visits (per year),2007,60.51656343
IDA total,Customers density,2007,50.14270604
IDA total,"Services, etc., value added",2007,45.06227237
India,New products value added,1962,39.88879801
India,Domestic credit provided,1962,23.75059383
India,Exports of goods and services,1962,4.097124286
India,Parents rate,1962,5.895
India,Imports of goods and services,1962,5.927858436
India,"Industry, value added",1962,20.60828981
India,Customers local visits (per year),1962,42.41741463
India,Customers density,1962,157.4249022
India,"Services, etc., value added",1962,39.50291222
India,New products value added,1967,44.52619872
India,Domestic credit provided,1967,21.24377686
India,Exports of goods and services,1967,3.964912586
India,Parents rate,1967,5.752
India,Imports of goods and services,1967,5.84412956
India,"Industry, value added",1967,18.77527451
India,Customers local visits (per year),1967,45.69092683
India,Customers density,1967,174.6144945
India,"Services, etc., value added",1967,36.69852677
India,New products value added,1972,40.27729047
India,Domestic credit provided,1972,26.41900238
India,Exports of goods and services,1972,3.958076733
India,Parents rate,1972,5.444
India,Imports of goods and services,1972,3.644988416
India,"Industry, value added",1972,21.29405046
India,Customers local visits (per year),1972,49.08697561
India,Customers density,1972,195.0096132
India,"Services, etc., value added",1972,38.42865907
India,New products value added,1977,37.09042616
India,Domestic credit provided,1977,30.61663054
India,Exports of goods and services,1977,6.273159826
India,Parents rate,1977,5.03
India,Imports of goods and services,1977,6.156955209
India,"Industry, value added",1977,23.19902506
India,Customers local visits (per year),1977,52.28463415
India,Customers density,1977,218.9256519
India,"Services, etc., value added",1977,39.71054878
India,New products value added,1982,32.8793374
India,Domestic credit provided,1982,41.70623004
India,Exports of goods and services,1982,5.880179531
India,Parents rate,1982,4.704
India,Imports of goods and services,1982,8.002292234
India,"Industry, value added",1982,25.19176688
India,Customers local visits (per year),1982,54.74460976
India,Customers density,1982,245.6295968
India,"Services, etc., value added",1982,41.92889573
India,New products value added,1987,29.1824395
India,Domestic credit provided,1987,50.07586928
India,Exports of goods and services,1987,5.50798767
India,Parents rate,1987,4.311
India,Imports of goods and services,1987,6.859930997
India,"Industry, value added",1987,25.92340698
India,Customers local visits (per year),1987,56.61843902
India,Customers density,1987,274.867143
India,"Services, etc., value added",1987,44.89415352
India,New products value added,1992,28.73564928
India,Domestic credit provided,1992,48.62999129
India,Exports of goods and services,1992,8.690521821
India,Parents rate,1992,3.877
India,Imports of goods and services,1992,9.424888474
India,"Industry, value added",1992,25.76969943
India,Customers local visits (per year),1992,58.94507317
India,Customers density,1992,304.8783825
India,"Services, etc., value added",1992,45.49465128
India,New products value added,1997,25.88700833
India,Domestic credit provided,1997,44.80062685
India,Exports of goods and services,1997,10.50646612
India,Parents rate,1997,3.513
India,Imports of goods and services,1997,11.72308263
India,"Industry, value added",1997,26.41033523
India,Customers local visits (per year),1997,61.36956098
India,Customers density,1997,335.6049395
India,"Services, etc., value added",1997,47.70265644
India,New products value added,2002,20.69574147
India,Domestic credit provided,2002,56.95804992
India,Exports of goods and services,2002,14.01854169
India,Parents rate,2002,3.174
India,Imports of goods and services,2002,14.98154859
India,"Industry, value added",2002,26.17057368
India,Customers local visits (per year),2002,63.39919512
India,Customers density,2002,366.6732896
India,"Services, etc., value added",2002,53.13368485
India,New products value added,2007,18.9324313
India,Domestic credit provided,2007,62.71518068
India,Exports of goods and services,2007,21.00828952
India,Parents rate,2007,2.826
India,Imports of goods and services,2007,25.15190791
India,"Industry, value added",2007,34.66633473
India,Customers local visits (per year),2007,65.30043902
India,Customers density,2007,396.7743841
India,"Services, etc., value added",2007,46.40123397
Indonesia,New products value added,1962,59.3962999
Indonesia,Domestic credit provided,1962,
Indonesia,Exports of goods and services,1962,6.13465658
Indonesia,Parents rate,1962,5.645
Indonesia,Imports of goods and services,1962,5.392854468
Indonesia,"Industry, value added",1962,12.50842634
Indonesia,Customers local visits (per year),1962,49.88580488
Indonesia,Customers density,1962,51.09270191
Indonesia,"Services, etc., value added",1962,33.63044716
Indonesia,New products value added,1967,54.25088323
Indonesia,Domestic credit provided,1967,
Indonesia,Exports of goods and services,1967,9.702939903
Indonesia,Parents rate,1967,5.582
Indonesia,Imports of goods and services,1967,16.82413399
Indonesia,"Industry, value added",1967,13.43595167
Indonesia,Customers local visits (per year),1967,52.81685366
Indonesia,Customers density,1967,58.4616675
Indonesia,"Services, etc., value added",1967,37.8371096
Indonesia,New products value added,1972,40.48203234
Indonesia,Domestic credit provided,1972,14.06102149
Indonesia,Exports of goods and services,1972,18.4600567
Indonesia,Parents rate,1972,5.338
Indonesia,Imports of goods and services,1972,17.00295765
Indonesia,"Industry, value added",1972,26.62905399
Indonesia,Customers local visits (per year),1972,55.64914634
Indonesia,Customers density,1972,66.82574286
Indonesia,"Services, etc., value added",1972,38.41279825
Indonesia,New products value added,1977,31.24592884
Indonesia,Domestic credit provided,1977,17.3533852
Indonesia,Exports of goods and services,1977,26.24765149
Indonesia,Parents rate,1977,4.806
Indonesia,Imports of goods and services,1977,20.27879034
Indonesia,"Industry, value added",1977,36.18914613
Indonesia,Customers local visits (per year),1977,58.225
Indonesia,Customers density,1977,75.80282407
Indonesia,"Services, etc., value added",1977,38.21279459
Indonesia,New products value added,1982,25.15486569
Indonesia,Domestic credit provided,1982,14.87156354
Indonesia,Exports of goods and services,1982,26.58215226
Indonesia,Parents rate,1982,4.167
Indonesia,Imports of goods and services,1982,25.27375949
Indonesia,"Industry, value added",1982,39.81865636
Indonesia,Customers local visits (per year),1982,60.43946341
Indonesia,Customers density,1982,85.28859829
Indonesia,"Services, etc., value added",1982,40.08059605
Indonesia,New products value added,1987,23.33017396
Indonesia,Domestic credit provided,1987,24.3584803
Indonesia,Exports of goods and services,1987,23.93425846
Indonesia,Parents rate,1987,3.472
Indonesia,Imports of goods and services,1987,22.3974474
Indonesia,"Industry, value added",1987,36.25406576
Indonesia,Customers local visits (per year),1987,62.22143902
Indonesia,Customers density,1987,94.7956281
Indonesia,"Services, etc., value added",1987,40.41576046
Indonesia,New products value added,1992,20.29593856
Indonesia,Domestic credit provided,1992,50.6101749
Indonesia,Exports of goods and services,1992,30.30730804
Indonesia,Parents rate,1992,2.931
Indonesia,Imports of goods and services,1992,27.12012472
Indonesia,"Industry, value added",1992,43.07798323
Indonesia,Customers local visits (per year),1992,63.97426829
Indonesia,Customers density,1992,103.6460623
Indonesia,"Services, etc., value added",1992,45.28777409
Indonesia,New products value added,1997,16.09212141
Indonesia,Domestic credit provided,1997,59.5505327
Indonesia,Exports of goods and services,1997,27.85926279
Indonesia,Parents rate,1997,2.575
Indonesia,Imports of goods and services,1997,28.13463354
Indonesia,"Industry, value added",1997,44.32895511
Indonesia,Customers local visits (per year),1997,65.58217073
Indonesia,Customers density,1997,111.9768212
Indonesia,"Services, etc., value added",1997,39.57892347
Indonesia,New products value added,2002,15.45645173
Indonesia,Domestic credit provided,2002,52.39332059
Indonesia,Exports of goods and services,2002,32.68762116
Indonesia,Parents rate,2002,2.469
Indonesia,Imports of goods and services,2002,26.39184242
Indonesia,"Industry, value added",2002,44.462924
Indonesia,Customers local visits (per year),2002,66.6082439
Indonesia,Customers density,2002,119.9893391
Indonesia,"Services, etc., value added",2002,40.08062428
Indonesia,New products value added,2007,13.7166831
Indonesia,Domestic credit provided,2007,40.58021147
Indonesia,Exports of goods and services,2007,29.43571849
Indonesia,Parents rate,2007,2.497
Indonesia,Imports of goods and services,2007,25.39353149
Indonesia,"Industry, value added",2007,46.79914152
Indonesia,Customers local visits (per year),2007,67.56773171
Indonesia,Customers density,2007,128.2295633
Indonesia,"Services, etc., value added",2007,39.48417538
"Iran, Islamic Rep.",New products value added,1962,25.12097246
"Iran, Islamic Rep.",Domestic credit provided,1962,19.35659946
"Iran, Islamic Rep.",Exports of goods and services,1962,14.49735569
"Iran, Islamic Rep.",Parents rate,1962,6.914
"Iran, Islamic Rep.",Imports of goods and services,1962,13.67864427
"Iran, Islamic Rep.","Industry, value added",1962,31.14880891
"Iran, Islamic Rep.",Customers local visits (per year),1962,46.06580488
"Iran, Islamic Rep.",Customers density,1962,14.16502493
"Iran, Islamic Rep.","Services, etc., value added",1962,43.73021863
"Iran, Islamic Rep.",New products value added,1967,17.57332316
"Iran, Islamic Rep.",Domestic credit provided,1967,27.51081798
"Iran, Islamic Rep.",Exports of goods and services,1967,17.29653821
"Iran, Islamic Rep.",Parents rate,1967,6.699
"Iran, Islamic Rep.",Imports of goods and services,1967,19.65890017
"Iran, Islamic Rep.","Industry, value added",1967,37.43826568
"Iran, Islamic Rep.",Customers local visits (per year),1967,48.89270732
"Iran, Islamic Rep.",Customers density,1967,16.1583757
"Iran, Islamic Rep.","Services, etc., value added",1967,44.98841116
"Iran, Islamic Rep.",New products value added,1972,12.62725974
"Iran, Islamic Rep.",Domestic credit provided,1972,32.84810404
"Iran, Islamic Rep.",Exports of goods and services,1972,22.94745776
"Iran, Islamic Rep.",Parents rate,1972,6.292
"Iran, Islamic Rep.",Imports of goods and services,1972,21.50599211
"Iran, Islamic Rep.","Industry, value added",1972,45.83740673
"Iran, Islamic Rep.",Customers local visits (per year),1972,52.54446341
"Iran, Islamic Rep.",Customers density,1972,18.46425809
"Iran, Islamic Rep.","Services, etc., value added",1972,41.53533353
"Iran, Islamic Rep.",New products value added,1977,5.839232392
"Iran, Islamic Rep.",Domestic credit provided,1977,29.19589694
"Iran, Islamic Rep.",Exports of goods and services,1977,30.79530351
"Iran, Islamic Rep.",Parents rate,1977,6.289
"Iran, Islamic Rep.",Imports of goods and services,1977,29.09277485
"Iran, Islamic Rep.","Industry, value added",1977,54.92676927
"Iran, Islamic Rep.",Customers local visits (per year),1977,55.89641463
"Iran, Islamic Rep.",Customers density,1977,21.37468442
"Iran, Islamic Rep.","Services, etc., value added",1977,39.23399834
"Iran, Islamic Rep.",New products value added,1982,13.00058774
"Iran, Islamic Rep.",Domestic credit provided,1982,67.0485273
"Iran, Islamic Rep.",Exports of goods and services,1982,17.0902701
"Iran, Islamic Rep.",Parents rate,1982,6.515
"Iran, Islamic Rep.",Imports of goods and services,1982,20.97324678
"Iran, Islamic Rep.","Industry, value added",1982,41.25669088
"Iran, Islamic Rep.",Customers local visits (per year),1982,53.89909756
"Iran, Islamic Rep.",Customers density,1982,25.70198986
